"Subject","Course Number","Department(s)","Course Title","Credits - Units - Minimum Units","Credits - Units - Maximum Units","Terms Offered","Course Description","Cross-Listed Course(s)","Repeat Rules","Repeat Rule: Special Circumstances","Offering Information","Additional Offering Information"
"OPTOM","450A","Herbert Wertheim School of Optometry & Vision Sci","Grand Rounds and Seminar","2","2","-","Presentation of clinical cases demonstrating basic and advanced optometric care, including diagnosis, treatment, and patient management.","-","Course is not repeatable for credit.","-","-","-"
"OPTOM","450B","Herbert Wertheim School of Optometry & Vision Sci","Grand Rounds and Seminar","2","2","-","Presentation of clinical cases demonstrating basic and advanced optometric care, including diagnosis, treatment, and patient management.","-","Course is not repeatable for credit.","-","-","-"
"OPTOM","452","Herbert Wertheim School of Optometry & Vision Sci","Current Concepts in Ocular Disease","1","1","-","Recent advances in the detection, diagnosis, and management of ocular disease.","-","Course is not repeatable for credit.","-","-","-"
"OPTOM","490A","Herbert Wertheim School of Optometry & Vision Sci","Optometric Spanish - Beginner Level I","1","1","-","This course provides an introduction to Spanish in its uses in a clinical optometry setting with the Spanish-speaking patient. Basic vocabulary and grammar acquisition and skill building exercises will help the practitioner perform conversations and procedures in simple but accurate and clear communications. The sounds and structures of Spanish, including the present tense and some other verbs will be covered. All materials will be taught and practiced in relation to their practical application in a clinical setting.","-","Course is not repeatable for credit.","-","-","-"
"OPTOM","490B","Herbert Wertheim School of Optometry & Vision Sci","Optometric Spanish - Intermediate Level II","1","1","-","This course provides vocabulary and grammar acquisition and skill building for the intermediate to advanced Spanish student who works with Spanish-speaking patients in the field of optometry. Emphasis is on practical, hands-on application of the materials: patient interviewing, doing various aspects of the eye exam, taking a history, and giving diagnostic, treatment, and follow-through information to the patient, with appropriate cultural sensitivity, taking into consideration the socio-cultural background of the patient. The goal is accurate and sophisticated communication.","-","Course is not repeatable for credit.","-","-","-"
"OPTOM","499","Herbert Wertheim School of Optometry & Vision Sci","Supervised Independent Study","1","12","-","Independent study under control of Associate Dean for Student Affairs.","-","Course may be repeated for credit without restriction.","-","-","-"
"PBHLTH","200","School of Public Health","Foundations of Public Health Practice","1","1","-","Today, graduates of public health programs must be prepared for evidence-based practice and the generation of practice-based evidence. They must have the ability to work in an increasingly interdisciplinary, interprofessional and cross-sectoral environment and settings. Foundations of Public Health Practice introduces 12 areas of critical public health content to bridge the chasm between public health practice and theory. This course serves as an orientation to the various subjects, fields, and concepts that students will encounter in their education. While no single professional is expected to be an expert in all of these practice areas, everyone must be aware of their importance. ","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","200A","School of Public Health","Current issues in Public Health Ethics: Research and Practice","3","3","-","This course seeks to examine the ethical challenges inherent in public health practice, research, and policy. It covers a range of topics in ethics through cases representative of different public health dilemmas. The cases considered include treating homeless people with TB, rationing medical care in the United States, conducting HIV studies of maternal-fetal transmission in Africa, managed care policies and setting priorities, the deaf community and cochlear implants, and the societal implications of genetic information. The goal is to enable students to develop an analytical methodology that has practical application for their future work.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","200B","School of Public Health","Art of Public Health","3","3","-","The Art of Public Health is a multidisciplinary, interactive, making-based course to introduce students to the variety of ways that Art shapes Public Health practice. Each week, students will be introduced to novel intersections between the arts and public health through curated resources, guest speakers, small-group discussions, site visits, and interactive workshops. The course is organized into three major  modules, each relating to the respective intention of art: Communication (behavior change), Advocacy (systems change), and Community (building and healing).","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","200EW","School of Public Health","Health Policy and Management Breadth Course","3","3","-","Health policy and management applies concepts from economics, organizational behavior, and political science to the structure, financing, and regulation of the public health and health care delivery systems. This breadth course is designed to give MPH students a basic set of competencies in the domains central to the field. ","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","200FW","School of Public Health","Environmental Health Sciences Breadth Course","2","2","-","This survey course covers the breadth of hazards from chemical, biological, and physical agents of concern to environmental health professionals. Lectures are presented by experts on particular topics that emphasize the activities involved in professional practice. ","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","200GW","School of Public Health","Health and Social Behavior Breadth","3","3","-","Course focuses on social, cultural, bio-behavioral determinants of health & health behavior, issues related to social & behavioral interventions, policies aimed at improving community & population health. Students will have experience in/be able to apply range of Health & Social Behavior perspectives, approaches to critically analyze public health issues, conceptualize research & interventions at different levels of ecological model. Topics designed to convey key concepts, highlight approaches in Health & Social Behavior via lectures, readings, videos & online resources. Group assignments focus on community context & health. Will require students to synthesize/apply concepts from course. Assignments will culminate in a final group project.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","200J","School of Public Health","Health Policy and Management Breadth Course","2","2","-","Health policy and management applies concepts from economics, organizational behavior, and political science to the structure, financing, and regulation of the public health and health care delivery systems. This breadth course is designed to give MPH students a basic set of competencies in the domains central to the field.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","200K","School of Public Health","Environmental Health Sciences Breadth Course","2","2","-","This course will give an introduction to the major human and natural activities that lead to release of hazardous materials into the environment as well as the causal links between chemical, physical, and biological hazards in the environment and their impact on human health, including those related to climate change. The basic principles of toxicology, exposure assessment, risk assessment, risk perception, and environmental health policy will be presented. The overall role of environmental risks in the pattern of human disease, both nationally and internationally, will be covered.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","200L","School of Public Health","Health and Social Behavior Breadth","2","2","-","Health and social behavior uses theory and research from the behavioral sciences to explain the causes and health effects of salutary and risky behavior.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","201E","School of Public Health","Public Health Interventions: Theory, Practice, and Research","2","3","-","This course focuses on the primary factors that affect health and the interventions that can promote health. Students examine the determinants of health and the theory, history, types, ethics, and approaches of public health interventions. Community level interventions and multidisciplinary approaches receive special emphasis. The course stresses a rigorous critique of the outcomes of interventions and practical ways to improve them. Students take an active role in the design and conduct of the course.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","202B","School of Public Health","Ethnic and Cultural Diversity in Health Status","4","4","-","Focus on ethnic and cultural diversity in health behavior as a basis for public health programs. Consideration of U.S. ethnic minority groups and cultural groups in non-Western societies. Health status and behavior examined in context of relevant social and anthropological theory (social class, acculturation, political economy). Influence of socio-cultural background on concepts of health, illness, and health-seeking behavior. Implications for planning public health programs and policies. ","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","202G","School of Public Health","Advanced Alcohol Research Seminar","1","1","-","This course is an advanced alcohol research seminar in which presentations are made by alcohol research scientists nationally and internationally, as well as pre-and post-doctoral fellows, and focus on special topical areas related to psychosocial research in the field each semester. Areas covered include the epidemiology of drinking patterns and alcohol-related problems, issues related to treatment of alcohol-related problems, and health services research. Guest presentations are also provided (related to topics outside psychosocial research) to provide a breadth of understanding in the field. The seminar also includes sessions focused on methodological issues in alcohol-related research and grant writing, and has a research ethics component covering a number of sessions.","-","Course may be repeated for credit without restriction.","-","-","-"
"PBHLTH","202L","School of Public Health","Critical Theory and Social Science Methods","3","3","-","Social science research on identity and vulnerable populations is at a critical moment. This course will examine the tension between theoretical and empirical research and its adverse impact on social science research. It will explore ways to develop methodological approaches to race and other markers of human difference that blend traditional empirical methods with critical theoretical traditions, e.g. critical race theory, feminist theory, disability theory, queer theory, and others. Emphasis will be placed on understanding the implications of this tension between theory and methods for research in the health sciences.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","202W","School of Public Health","Ethnic and Cultural Diversity in Health Status","3","3","-","This course will examine ethnic and cultural differences in health status and behavior among historically marginalized communities in the United States, including African-Americans, Latinos, Asian-Americans, Native Americans, as well as sexual minorities and groups from non-Western societies. ","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","203A","School of Public Health","Theories of Health and Social Behavior","3","3","-","This course provides a survey of theoretical perspectives and their application in analyzing the behavioral, social, and cultural dimensions of community health problems. An emphasis is placed on critically examining the strengths and weaknesses of particular theories for understanding and addressing complex community health problems.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","204A","School of Public Health","Mass Communications in Public Health","3","3","-","Examines the role of mass communication in advancing public health goals. Reviews mass media theories in general, and theories of the news media in particular. Provides an in-depth understanding of media advocacy as a strategy for using news media and paid advertising to support policy initiatives at the local, state, and federal levels. Examples are drawn from a wide range of public health issues.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","204G","School of Public Health","Research Advances in Health Disparities: Multidisciplinary Perspectives","1","3","-","Understanding and addressing persistent racial inequities in health status is a core public health problem. Ethnic minorities are much more likely to experience much higher rates of poor birth outcomes, infant mortality, infectious and chronic diseases, hospitalization rates, and early death rates from all causes. This course examines racial and ethnic health inequities as a function of social inequality. Topics are drawn from a social determinants of health framework emphasizing the importance of the economic, social, and political features that adversely affect the health status of many underrepresented racial and ethnic minorities in the U.S. from a multidisciplinary approach: Public Health, sociology, anthropology, and social welfare","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","204W","School of Public Health","Human Centered Design in Public Health","3","3","-","This course explores the use of human centered design to drive tangible change in public health settings and introduces design thinking: a process of identifying, creating, and implementing creative solutions. Students will explore the role of design thinking in context. Learned methodologies enable students to discover users’ needs; synthesize complex information; identify direction for design and communication; generate ideas; and prototype, test, and communicate solutions. Most importantly, this course will support students thinking creatively when addressing public health problems, employing methods and techniques that are focused on idea generation and innovative solution building in service of creating a better world.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","205","School of Public Health","Program Planning and Needs Assessment","4","4","-","This course provides the necessary skills to plan effective public health programs. Examines principles and methods underlying program planning, emphasizing multi-disciplinary, collaborative and ""real world"" planning processes. Provides students with conceptual and experiential understanding of how to plan, conduct and present community health needs assessments by covering both theory and practical skills. Students will become familiar with the theory and methods related to ecologically valid assets-based and needs-based community health assessments and translate them into practice. Students will work with a community organization to apply the program planning principles and needs assessment taught throughout the course.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","205W","School of Public Health","Program Planning and Development","3","3","-","The purpose of this course is to provide students with the necessary skills to plan health programs. We will examine the principles and methods underlying program planning. Multi-disciplinary, collaborative planning will be emphasized. Program planning applications will be emphasized throughout the course by using case studies, specific illustrations, and online planning exercises. ","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","206","School of Public Health","PH Nutrition Core Course: Critical Issues in Public Health Nutrition","2","2","-","This course will introduce first-year public health nutrition and other MPH students to critical issues in public health nutrition, and provide them with critical thinking skills to analyze these issues using scientific literature. Students will build group facilitation skills, library research skills, and professional advocacy skills. Second-year public health nutrition students and a panel of PHN graduates will speak to the students about valuable skills and competencies needed for work in public health nutrition.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","206AW","School of Public Health","Nutrition Assessment","3","3","-","Nutrition assessment tools are used to evaluate an individual’s or population’s nutrition status and/or risk of specific nutrient excess or deficiency. This 3-unit course will discuss various dietary, anthropometric, clinical, and biochemical nutrition assessment tools and provide you with skills to determine which assessment tools are needed based on program/research project goals, how to interpret nutrition assessment survey results and apply them to populations, and critically evaluate the metrics used to define different types of malnutrition. ","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","206B","School of Public Health","Food and Nutrition Policies and Programs","3","3","-","This course examines the historical origins of food and nutrition improvement programs in the United States, including the political and administrative conditions that led to the development of these programs. It also examines the goals, design, operations, and effectiveness of some of these programs: Food Stamp Program, the Special Supplemental Nutrition Program for Women, Infants, and Children (WIC), the National School Lunch Program, the School Breakfast Program, Head Start, the Child Care Food Program, and the Elderly Nutrition Program.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","206BW","School of Public Health","Food and Nutrition Policy","3","3","-","Course examines ways in which the US govt designs & implements policies/programs that affect access to nutritionally adequate, safe, affordable diets. We analyze how multiple stakeholders in the food system interact to affect policy design & implementation; historical, social, economic, environmental & political factors that determine stakeholder positions on policy issues; & ways these factors promote or act as barriers to achieving a system that promotes optimal food access, nutrition & health. We cover contemporary food & nutrition policy issues, as well as the history of these issues & ideas. Students will understand the broad spectrum of policies that affect human diets & will become familiar with the policy processes.","-","Course may be repeated for credit with advisor consent.","-","-","-"
"PBHLTH","206C","School of Public Health","Nutritional Epidemiology","3","3","-","This course introduces research methods and issues relevant to the measurement of diet-related behaviors, including eating behaviors, and social determinants. Research focused on monitoring and surveillance of dietary intake, nutritional trends, and the relationship between nutrition and human health and disease will be critiqued. Emphasis will be placed on study design, measurement of exposures, interpretation of results, and implications on public health practice and policy.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","206D","School of Public Health","Programs and Policies in Global Nutrition","3","3","-","This course will use a case-based approach to examine the ways in which governments in developing countries design and implement policies and programs that affect food production and access to safe, affordable, and nutritionally adequate diets. In the course we will analyze, assess and evaluate ways to take action to ameliorate the major nutritional problems facing vulnerable populations in developing countries. ","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","206EW","School of Public Health","Diet and Chronic Disease","3","3","-","Dietary patterns play an important role in non-communicable disease development and progression. In this course we will discuss how food impacts metabolism and health; trends in diet-related diseases in the United States and globally; and the intersection of diet, culture, racism, and society and how they influence and affect both diet-related disease patterns and the solutions designed to address diet-related diseases in the United States and around the world.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","207","School of Public Health","Transforming the Food System: From Agroecology to Population Health","3","3","-","This course will take a solutions-oriented approach to addressing the pressing problems in current food systems. We will explore strategies used by the disciplines of agroecology, policy, law, public health, and business in working to improve food systems and apply their varied approaches to real-world case studies. Through weekly readings, discussions, and problem-solving sessions with Berkeley’s leading food systems experts, students will gain a broad understanding of food systems and the leverage points that can be targeted to improve the health of people and the planet. ","-","Course may be repeated for credit with advisor consent.","-","-","-"
"PBHLTH","207A","School of Public Health","Public Health Aspects of Maternal and Child Nutrition","2","3","-","Nutrition plays a vital role in human reproduction and child growth and development. This course provides an overview of the major nutritional issues faced by women of childbearing age, infants, children, and adolescents in the United States and around the world, with selected topics explored in greater depth. Nutritional problems are multi-factorial and occur at multiple levels and we will study them from a variety of viewpoints (biological, pyschological, socio-cultural, economic, political, and behavioral) as well as from individual and population perspectives. Participants in the course will become acquainted with nutritional research, policies, and interventions designed to enhance reproduction, growth, and development. This course will also explore health disparities in maternal and child nutrition in both a domestic and international context.","-","-","-","-","-"
"PBHLTH","207AW","School of Public Health","Maternal and Child Health Nutrition","3","3","-","Nutrition plays a vital role in human reproduction and child growth and development. This course covers core principles of nutrition and health and provides an overview of the major nutritional needs and issues faced by women of reproductive age, infants, children, and adolescents in the United States and globally, with selected topics explored in greater depth. This course will also explore disparities in various health outcomes related to MCH nutrition and provide students the opportunity to apply the course concepts at a personal and programmatic level. ","-","Course may be repeated for credit under special circumstances.","if student receives D or F grade","-","-"
"PBHLTH","209A","School of Public Health","Introduction to Plant-Centric Food Systems","1","1","-","This is an energizing and exciting symposium that explores the robust opportunities and accompanying challenges of plant-forward solutions. The gathering is convened to underscore the urgency of shifting to plant-based diets for healthier, more equitable, and resilient food systems and to explore how students will play a pivotal role in the transformation of  the food system. Plant Futures is the first program at UC Berkeley to feature in depth multidisciplinary conversation aimed at exploring the role and importance of plant-based foods as a critical lever for change, and provides a unique opportunity for students to directly connect to prominent leaders, creators and influencers and forge pathways for future professional engagement.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","209B","School of Public Health","Plant Futures Challenge Lab","3","3","-","A collaborative, multidisciplinary applied learning journey in systems entrepreneurship, ethical leadership and innovation models intended to accelerate the transition to a healthy, sustainable and just food system.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","209W","School of Public Health","Comparative Health Systems","3","3","-","In the past decade, health systems and their role in global health have received increasing focus. While disease-focused, 'vertical programs', such as malaria and HIV/AIDs still command the lion's share of donor resources, it has become clear that the sustainability of disease programs depends on embedding them into a country's health system. This course provides a real world, practical understanding of health systems, based on a solid academic foundation. It introduces current debates about health systems, health financing, and universal health coverage in the international community. Students will use five key structural questions to analyze health care systems and their performance on quality, cost and access metrics.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","210","School of Public Health","Foundations of Maternal and Child Health Policy, Practice and Science","3","3","-","This course will explore issues related to maternal, child, and adolescent health throughout the life course with a focus on the social determinants of health, health disparities, and social justice. Discussion will focus on current issues central to maternal and child health policy and practice; the history and organization of MCH health services in the US; and analyze the ways in which the political context in the US and internationally affects the health and well-being of families, including critical examination of the ways in which knowledge about an issue, an understanding of the social strategies to address that issue, and political will are all leveraged to influence the creation of MCH policy.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","210B","School of Public Health","Adolescent Health","3","3","-","This course is designed to provide an understanding of the epidemiology and etiology of critical health issues among adolescents, including complex contextual influences and individual processes related to this dynamic period of life. Each adolescent health outcome will be considered in light of developmental issues related to the pubertal transition and multilevel influences that contribute to adolescent health and well-being, including 1) biological, 2) cognitive, 3) behavioral, and 4) social-culture factors. The course will emphasize: empirical evidence for the etiology of adolescent health problems, documented risk and protective factors, and content and timing of preventive intervention efforts to ameliorate risk.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","210D","School of Public Health","Reproductive and Perinatal Epidemiology","3","3","-","This course will focus on research methods and issues in perinatal and reproductive epidemiology with an emphasis on methodologies and specific case studies. Specific adverse reproductive outcomes, risk factors, and prevalence will be discussed. The course will include critiques of published studies, methods of conducting epidemiologic research and data collection, and techniques of proposal writing.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","210E","School of Public Health","Practicum in MCH Data Analysis I","3","3","-","This course is designed to support MCH students complete their masters capstone project. Part I is offered in the Fall and Part II is in Spring.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","210F","School of Public Health","Practicum In MCH Data Analysis II","1","4","-","The course is designed to support MCH students working on their Master's Capstone project. The course goal is to support students in a variety of methodological issues and practical issues. The course is a combination of formal class meetings and one-on-one meetings.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","210J","School of Public Health","Maternal, Child & Adolescent Health Journal Club","2","2","-","The purpose of this seminar is to learn how to critically review peer-reviewed articles in the field of maternal, child, adolescent and family health (MCAH).  This is a required course for all Maternal, Child, and Adolescent Health MPH students and some MCAH Specialty areas. Others may enroll with permission of the instructor.","-","Course may be repeated for credit without restriction.","-","-","-"
"PBHLTH","210K","School of Public Health","Foundations of Maternal, Child, and Adolescent Health Leadership","2","2","-","This course introduces students to theories and concepts of leadership and explores ways of applying these to maternal, child, and adolescent health issues. This course provides opportunities for students to develop skills and resources for further developing their own leadership. The skills taught in this course will prepare students to become dynamic, thoughtful leaders in the field of MCAH with a particular focus on continued self-reflection and development to lead programs that address the diverse issues facing MCAH populations. ","-","Course may be repeated for credit without restriction.","-","-","-"
"PBHLTH","210L","School of Public Health","Abortion:  Implications for Public Health","2","2","-","This class will orient students to important definitions, tools, and activities to understand the public health implications of abortion, to inform their and others’ attitudes and beliefs about abortion, and ultimately, to prevent morbidity and mortality caused by unsafe abortion. The course will explore women’s rights, reproductive rights, human rights, and foster discussion about access to abortion services as a form of empowerment.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","212A","School of Public Health","International Maternal and Child Health","2","2","-","Assessment of health status of mothers, infants, and children on worldwide basis; special emphasis on problems, policies, and programs affecting MCH and family planning in developing countries.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","212W","School of Public Health","Foundations of Global Health","3","3","-","This course introduces students to the basic principles of global public health that are used to improve population health at all levels. The course will start with an introduction to essential concepts from public health disciplines that are the foundations of global health practice. Students will then apply these concepts to current global health challenges through course activities, assignments, and readings that will provide a real world context. Global health experts will share their experiences and lessons learned from implementing global health research and programs. Throughout the course, students will gain critical and creative-thinking experience in applying tools and frameworks towards addressing diverse global health needs.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","213A","School of Public Health","Family Planning, Population Change, and Health","3","3","-","Course examines the determinants of family size and the role played by contraception, voluntary sterilization, and induced abortion in the transition to small families. It looks at the factors controlling access to fertility regulation in developed and developing countries and discusses the factors that have made for successful family programs as well as those that have generated controversy. The course looks at the relationship between family planning and the health of women and children and at the role of family size in economic development and environmental problems. It looks at advances in family planning, organization, and promotion of services and discusses ethical issues facing providers.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","213W","School of Public Health","Global Health Ethics","3","3","-","This course provides an overview to ethical issues within a global health context. The course starts with an introduction to ethical frameworks, theories, and historical references that elevate the ethics conversation to the global stage. The course will then link theory to practice as we delve deeper into ethical issues in research, experiential learning, and delivery. We will consider ethical questions about the discipline of global public health and the roles of governments, academic institutions, organizations, health professions, and members of the public as stewards of health. Students will gain a deeper understanding of the divers international perspectives on the concepts of ethics and health.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","215","School of Public Health","Anti-Racist and Racial Justice Praxis Spring Student Elective","3","3","-","The Anti-Racist and Racial Justice Praxis Spring Student Elective is a semester-long student elective course for continuing students. This class will cultivate up to 40 student champions to develop an anti-racist analysis of public health, present a set of anti-racist public health tools, and build skills necessary for advancing an anti-racist agenda within the field. ","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","216A","School of Public Health","Biological Embedding of Social Factors","2","2","-","This course uses an interdisciplinary lens to explore how the social world impacts health. Specifically, this course emphasizes the psychobiological mechanisms linking social exposures to human health at the individual, community and population levels. Exploration is grounded in the social, psychological and biological sciences, neuroscience, public health and more, and focused on investigating the processes that interact to influence health and vulnerability to illness. We will interrogate differing theoretical traditions and approaches, commonly understood mind-body mechanisms linking social experience to population health and health inequities, ongoing challenges, and emerging evidence highlighting new directions in the field. ","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","218B","School of Public Health","Evaluation of Health and Social Programs","4","4","-","The study of concepts, methods, rationale, and uses of evaluation research as they apply to health and social programs.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","218W","School of Public Health","Evaluation of Health and Social Programs","3","3","-","This course provides an overview of the concepts and methods of program evaluation. The course will be useful to those concerned with evaluation of health and social service programs. Participants will develop the critical skills necessary to assess the quality of evaluation research projects, to apply technical skills in professional practice, and to develop evaluation plans for a variety of heath and social programs. ","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","219C","School of Public Health","Community-Based Participatory Research in Public Health","3","4","-","The goal of this seminar is to provide doctoral and advanced master's degree students with an understanding of theories, principles, and strategies of community-based participatory research (CBPR) and related traditions. The advantages and limitations of this approach, skills necessary for effective application, and theory-driven case studies will be explored. Students undertaking a service-learning project applying CBPR may receive a 4th unit.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","219E","School of Public Health","Introduction to Qualitative Methods in Public Health Research","3","3","-","This course is designed to familiarize students who have little or no experience in conducting qualitative research with the perspectives, methods, and techniques of a vast and contentious tradition of research. The course will cover some of the methods of data collections used in the conduct of qualitative inquiries, the analysis of textural data, the write-up of findings from qualitative studies, and the development of a qualitative research proposal. While learning about qualitative methods, students will gain an understanding of the qualitative research literature on a topic of their choice, as well as how to integrate findings from a variety of qualitative studies on a research question of topic.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","219W","School of Public Health","Social and Behavioral Health Research: Introduction to Survey Methods","3","3","-","This course provides a thorough background in the design, administration, and interpretation of a range of survey strategies (e.g., telephone, face-to-face, mail and internet surveys) within the broader context
of a research or evaluation project. Topics will include formulation of study aims, developing an appropriate research design, protection of human subjects and proper conduct of research, sample size
calculations, recruitment strategies, survey administration, and development of an analysis plan. Class topics are designed to convey practical knowledge through topical lectures, group activities, partner feedback and a survey design project consisting of two parts: a survey instrument and a research plan.
","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","220","School of Public Health","Health Policy Decision-Making","3","3","-","Introduction to federal-level health policy and analysis of government capacity in addressing major issues in health policy. The course explores structural impediments to reform in the US, regulatory decision-making -- particularly decision-making under conditions of uncertainty, and basic tools of policy analysis. Students will apply these tools in a seminar paper that analyzes a proposed or existing health policy or program.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","220C","School of Public Health","Health Risk Assessment","3","3","-","This course introduces the basic scientific principles of environmental health risk assessment, develops the understanding necessary to carry out and interpret quantitative risk assessments, and describes the context in which decisions manage environmental health risks are made. The course presents the quantitative methods used to assess the human health risks associated with exposure to microbial and chemical agents, focusing on the four major components of risk assessment: hazard identification, dose-response assessment, exposure assessment and risk characterization. The course examines the application of environmental health risk assessment to contemporary issues including the associated complexities, challenges and controversies.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","220D","School of Public Health","Health Policy Advocacy","3","3","-","A graduate seminar in practice-based means to advocate for health policy. This course focuses on data based strategies using persuasive written and oral communication skills necessary to preserve and/or improve the health status of populations. Students will develop research, organization, and coalition-building skills necessary to produce an effective advocacy campaign. The course identifies the roles of those involved in the making of policy and demonstrates the use of appropriate channels and technologies to influence health policy change.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","220DW","School of Public Health","Health Policy Advocacy","3","3","-","The course focuses on strategic policy-making, messaging informed by values and data, and persuasive written and oral communication skills necessary to preserve and/or improve health and advance health equity. Students will understand and situate the important role of focused public health advocacy in the spectrum of public health practice. Students will develop research, strategy, organization, communication, and coalition-building skills necessary to produce an effective advocacy campaign and understand the unique approaches to advocacy in different forums. The course identifies the roles of those involved in making policy and demonstrates the use of appropriate channels and technologies to influence health policy change.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","220E","School of Public Health","Global Health Policy","3","3","-","This course will provide an intensive, case-based introduction to global health policy. Students will simulate working on teams asked to advise Ministries of Health in low- and middle-income countries and other global policymaking institutions grappling with health policy questions. Over a series of four cases, the course will introduce students to key concepts in health policy and economics, including allocating scarce resources, pandemic response, financial incentives to shape provider behaviors, and policies to influence the private sector to improve population health. Students will also become familiar with the major actors and institutions that shape international health policy.","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","220MW","School of Public Health","Health Policy Methods","3","3","-","This course serves as an introduction to key topics in health policy making in the United States, with a focus on the policy process and policy analysis methods. Using the policy analysis framework of Eugene Bardach’s Eightfold Path first introduced in PBHLTH W200E, the course will explore the entire policy analysis process from the identification of a problem, to the evaluation of policy solutions, and finally to the techniques and formats for effective health policy communications.  This analysis method is contextualized within the process of public policy making within the U.S. government.  ","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","222A","School of Public Health","Biomedical Innovation Policy","3","3","-","Course examines the policy framework for biomedical technology, including medical devices, drugs, diagnostics, digital therapeutics and algorithms.  Emphasis will be placed on the funding of research and development, the protection of intellectual property, FDA market authorization, insurance coverage and algorithm design. Focus will be on the US but will examine industrial policy and innovation nationalism within a global context. Students are required to read peer-reviewed articles, keep up with journalistic reports and participate in classroom discussions. Lectures will be pre-recorded and posted on bCourses and it is expected that students will have watched these lectures and done the readings prior to class.  ","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","222AW","School of Public Health","Biomedical Innovation Policy","3","3","-","This course examines the policy framework for biomedical technology, including medical devices, drugs, diagnostics, digital therapeutics, and algorithms.  Emphasis will be placed on the funding of research and development, the protection of intellectual property, FDA market authorization, insurance coverage, and algorithm design.  The focus will be on the US but we will examine industrial policy and innovation nationalism within a global context. Students will be required to read peer-reviewed articles, keep up with journalistic reports, and participate in online discussions. ","-","Course is not repeatable for credit.","-","-","-"
"PBHLTH","223A","School of Public Health","Capstone Seminar in Health Policy and Management Part 1","1","1","-","First semester of a year-long course; an integrative seminar to provide a supportive environment for master's degree students in the HPM program of the School of Public Health. During the first semester, students learn about the Capstone requirements, learn research techniques that may be applied to their projects, and define their project. The course includes weekly lectures on research methods as well as in-class exercises practicing these methods and applying them to potential Capstone topics. In the second semester, students conduct an applied methods thesis, write a report and present it.  A core requirement which prepares students to transition to the profession; it fulfills Council on Education for Public Health (CEPH) requirement.","-","Course is not repeatable for credit.","-","-","-"
